curso_codigo;sie_codigo;especialidad_desc;sector_desc;familia_desc;area_desc;especialidad_desc_1;curso_desc;duracion_formacion;duracion_practicas;especialidad_de_certificado;modalidad;dirigido_a;censo;centro_desc;centro_direccion;centro_cp;centro_telefono;centro_email;centro_municipio
4241-9;;HOTR024PO;09-HOSTELERIA, TURISMO Y ACTIVIDADES CULTURALES;HOSTELERÍA Y TURISMO;RESTAURACIÓN;SAP BUSSINESS INTELLIGENCE;CORTE Y CATA DE JAMÓN.;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4241-19;;HOTT001PO;09-HOSTELERIA, TURISMO Y ACTIVIDADES CULTURALES;HOSTELERÍA Y TURISMO;TURISMO;DESARROLLO AVANZADO WEB CON ANGULARJS (JJD 190);AMADEUS;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4242-1;;ADGD0210;CERTIFICADO DE PROFESIONALIDAD CON TELEFORMACIÓN;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;RIESGO ELÉCTRICO EN EL SECTOR CEMENTERO;M1788-PLANIFICACIÓN E INICIATIVA EMPRENDEDORA EN PEQ  UEÑOS NEGOCIOS O MICROEMPRESAS;0;0;NO;Teleformación;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4242-2;;ADGD0210;CERTIFICADO DE PROFESIONALIDAD CON TELEFORMACIÓN;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;CONTROL DE ACCESOS;M1789-DIRECCIÓN DE LA ACTIVIDAD EMPRESARIAL DE PEQUE  ÑOS NEGOCIOS O MICROEMPRESAS;0;0;NO;Teleformación;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4242-3;;ADGD0210;CERTIFICADO DE PROFESIONALIDAD CON TELEFORMACIÓN;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;ÁREA SOCIOPROFESIONAL;M1790-COMERCIALIZACIÓN DE PRODUCTOS Y SERVICIOS EN P  EQUEÑOS NEGOCIOS O MICROEMPRESAS;0;0;NO;Teleformación;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4242-4;;ADGD0210;CERTIFICADO DE PROFESIONALIDAD CON TELEFORMACIÓN;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;GESTIÓN DE LOS CIBERRIESGOS;M1791-GESTIÓN ADMINISTRATIVA Y ECONÓMICO-FINANCIERA   DE PEQUEÑOS NEGOCIOS O MICROEMPRESAS;0;0;NO;Teleformación;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4238-87;;ADGD183PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;PROGRAMACIÓN CON VISUAL BASIC.NET;MOTIVACIÓN HUMANA EN LOS GRUPOS DE TRABAJO;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4241-16;;HOTR048PO;09-HOSTELERIA, TURISMO Y ACTIVIDADES CULTURALES;HOSTELERÍA Y TURISMO;RESTAURACIÓN;USABILIDAD WEB;INNOVACIÓN EN LA COCINA;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4241-2;;HOTR037PO;09-HOSTELERIA, TURISMO Y ACTIVIDADES CULTURALES;HOSTELERÍA Y TURISMO;RESTAURACIÓN;PROGRAMACIÓN DE MACROS EXCEL CON VISUAL BASIC_NIVEL I;ESCULPIDO DE FRUTAS Y VERDURAS;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4240-21;;COMM092PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;GENERACIÓN DE CONTENIDOS DIGITALES EN IPAD CON IBOOKS AUTHOR;REDES SOCIALES Y MARKETING 2.0;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4240-22;;COMT017PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;METODOLOGÍA DE GESTIÓN Y DESARROLLO DE PROYECTOS DE SOFTWARE CON SCRUM.;FUNDAMENTOS PARA LA CREACIÓN DE TIENDAS VIRTUALES Y DESARROLLO DE LA ACTIVIDAD COMERCIAL ONLINE;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4240-23;;COMM067PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;PORTAL DE GESTIÓN DE CONTENIDOS LIFERAY;COLABORACIÓN A LA ORGANIZACIÓN DE EVENTOS Y PROTOCOLO;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4240-24;;COMM040PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;PROGRAMACIÓN DE MACROS EXCEL CON VISUAL BASIC;GESTIÓN DEL MARKETING 2.0;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4240-25;;COMT066PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;CONTENIDOS ALTERNATIVOS EN SALAS DE CINE;COMERCIO EN INTERNET. OPTIMIZACIÓN DE RECURSOS;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4241-11;;HOTT008PO;09-HOSTELERIA, TURISMO Y ACTIVIDADES CULTURALES;HOSTELERÍA Y TURISMO;TURISMO;PREVENCIÓN EN TRABAJOS EN ALTURA;RESERVAS AÉREAS;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4241-1;;FCOM01;09-HOSTELERIA, TURISMO Y ACTIVIDADES CULTURALES;FORMACIÓN COMPLEMENTARIA;MANIPULACIÓN ALIMENTARIA;DESARROLLO DE APLICACIONES CON JAVA SERVER FACE;MANIPULADOR DE ALIMENTOS;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4242-6;;ADGD0210;CERTIFICADO DE PROFESIONALIDAD CON TELEFORMACIÓN;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;SPRING PARA DESARROLLO DE APLICACIONES EN JAVA;M8385-PRÁCTICAS NO LABORALES;0;0;NO;Teleformación;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4241-3;;HOTR035PO;09-HOSTELERIA, TURISMO Y ACTIVIDADES CULTURALES;HOSTELERÍA Y TURISMO;RESTAURACIÓN;ANSIBLE;ENOLOGÍA, LICORES Y AGUARDIENTES;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4241-4;;HOTR055PO;09-HOSTELERIA, TURISMO Y ACTIVIDADES CULTURALES;HOSTELERÍA Y TURISMO;RESTAURACIÓN;ENTERPRISE ARCHITECT;PLANIFICACIÓN DE MENÚS Y DIETAS ESPECIALES.;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4241-5;;COMT094PO;09-HOSTELERIA, TURISMO Y ACTIVIDADES CULTURALES;COMERCIO Y MARKETING;COMPRAVENTA;INICIACIÓN PROGRAMACIÓN JAVA;TÉCNICAS DE VENTAS EN AGENCIAS DE VIAJES;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4241-6;;HOTA004PO;09-HOSTELERIA, TURISMO Y ACTIVIDADES CULTURALES;HOSTELERÍA Y TURISMO;ALOJAMIENTO;SCRUM;PROTOCOLOS EN HOSTELERÍA;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4241-7;;HOTR014PO;09-HOSTELERIA, TURISMO Y ACTIVIDADES CULTURALES;HOSTELERÍA Y TURISMO;RESTAURACIÓN;VOZ SOBRE IP (VOIP);RECETAS Y TÉCNICAS DE LA COCINA EN MINIATURA;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4241-8;;HOTR019PO;09-HOSTELERIA, TURISMO Y ACTIVIDADES CULTURALES;HOSTELERÍA Y TURISMO;RESTAURACIÓN;CUSTOMER EXPERIENCE;COCINA MOLECULAR: FUNDAMENTOS SOBRE LAS TÉCNICAS UTILIZADAS;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4240-26;;COMT040PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;LA TECNOLOGÍA Y LA GESTIÓN DE LA INNOVACIÓN EN LA EMPRESA;GESTIÓN DE VENTAS, MARKETING DIRECTO Y UTLIZACIÓN DE REDES SOCIALES EN LA GESTIÓN COMERCIAL;0;0;NO;Presencial;Ocupados;B65187569;NASCOR FORMACIÓN, S.L.U.;VIA Vía de las Dos Castillas, 7   ;28224;917994800;cmillan@nascorformacion.com;POZUELO DE ALARCÓN
4013-9;;COMT049PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;GESTIÓN DEL ESTRÉS EN LA ATENCIÓN TELEFÓNICA;GESTIÓN DIARIA DE LAS SECCIONES EN GRANDES ALMACENES;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-24;;COMM063PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;PLANES DE EMERGENCIA Y EVACUACIÓN;GESTIÓN Y ANIMACIÓN DEL LINEAL DEL PUNTO DE VENTA;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-23;;COMM014PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;SEGURIDAD DE LA INFORMACIÓN;DECORACIÓN Y ESCAPARATISMO;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-22;;COMT014PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;TÉCNICAS DE BÚSQUEDA DE EMPLEO EFICAZ;CIERRE DE VENTAS, VENTA COMPLEMENTARIA, VENTA CRUZADA Y FIDELIZACIÓN DE CLIENTES;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-21;;COMT103PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;RECICLAJE ESCOLTAS NIVEL II;MEDIOS DE COMUNICACIÓN E INTERACCIÓN ONLINE CON EL CLIENTE EN EL SECTOR LIBRERO;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-20;;COMT064PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;TALENTO Y EMPRESA DIGITAL;FUNDAMENTOS JURÍDICOS DE LA AGENCIA COMERCIAL;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-19;;COMT012PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;RECICLAJE DE ESCOLTAS NIVEL I;OPERACIONES BÁSICAS DE CAJA;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-18;;COMT002PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;APLICACIÓN DE LAS REDES SOCIALES EN LA GESTIÓN DE PERSONAS: RRHH 2.0;ACTIVIDADES PROPIAS DE LA APERTURA DIARIA DE ESTABLECIMIENTOS COMERCIALES;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-17;;COMM011PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;INTRODUCCIÓN A NUEVAS HERRAMIENTAS DE COMUNICACIÓN 2.0 DE BAJO COSTE PARA COOPERATIVAS;COOLHUNTING EN CALZADO;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-16;;COML007PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;LOGÍSTICA COMERCIAL Y GESTIÓN DEL TRANSPORTE;INTERNET Y FUNDAMENTOS DE DISEÑO DE PAGINAS WEB;GESTIÓN ADMINISTRATIVA DE LA AGENCIA COMERCIAL;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-15;;ADGG033PO;07-COMERCIO (SALVO AUTOMOCIÓN);ADMINISTRACIÓN Y GESTIÓN;GESTIÓN DE LA INFORMACIÓN Y LA COMUNICACIÓN;INTERNET, REDES SOCIALES  Y DISPOSITIVOS DIGITALES;HERRAMIENTA DE GESTIÓN VENTA EN LIBRERÍAS;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-14;;COMT069PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;LA TECNOLOGÍA DE LA INFORMACIÓN APLICADA A LA EMPRESA.;FUNDAMENTOS DE NEGOCIACIÓN COMERCIAL;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-13;;COMM105PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;FORMACIÓN DE FORMADORES PARA FORMACIÓN PROFESIONAL PARA EL EMPLEO.;MÁRKETING ONLINE Y ÚLTIMAS TENDENCIAS;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-12;;COMM094PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;ADMINISTRACIÓN DE ACTIVE DIRECTORY MWS;CAPTACIÓN DE CLIENTES A TRAVÉS DE EMAIL MARKETING, USO DE MAILCHIMP;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4014-12;;IFCD024PO;10-INFORMACION Y COMUNICACIONES;INFORMÁTICA Y COMUNICACIONES;DESARROLLO;TÉCNICAS DE ASISTENCIA A VÍCTIMAS DE AGRESIÓN;GESTIÓN CON MAVEN DE PROYECTO JAVA;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-3;;COMT048PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;PREVENCIÓN DE RIESGOS LABORALES BIOLÓGICOS EN EMPRESAS FUNERARIAS;GESTIÓN OPERATIVA INTERNACIONAL DE LA EMPRESA: LICITACIONES INTERNACIONALES;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-132;;IFCD076PO;INTERSECTORIAL GENERAL;INFORMÁTICA Y COMUNICACIONES;DESARROLLO;NOTARÍA EN EDIFICACIÓN Y OBRA CIVIL; INTRODUCCIÓN A LA PROGRAMACIÓN CON LA API DE GOOGLE MAPS;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-133;;IFCM024PO;INTERSECTORIAL GENERAL;INFORMÁTICA Y COMUNICACIONES;COMUNICACIONES;REACH: SITUACIÓN ACTUAL Y REQUISITOS;DISEÑO DE REDES LAN;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-134;;IFCM031PO;INTERSECTORIAL GENERAL;INFORMÁTICA Y COMUNICACIONES;COMUNICACIONES;ORGANIZACIÓN DE CEREMONIAS LAICAS DE DESPEDIDA;TRADUCCIÓN ESPECIALIZADA DE SOFTWARE;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-135;;IFCM036PO;INTERSECTORIAL GENERAL;INFORMÁTICA Y COMUNICACIONES;COMUNICACIONES;FUNCIONES DEL INSPECTOR DE SEGURIDAD;HTML 5 Y CSS 3;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4009-136;;ADGD137PO;INTERSECTORIAL GENERAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;CERTIFIED SCRUM DEVELOPER- CSD;GESTIÓN EMPRESARIAL;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-11;;COMT101PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;RECICLAJE DE ESCOLTAS NIVEL III;TÉCNICAS DE VENTA EN LA SECCIÓN DE DEPORTES;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-2;;COMT107PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;MOBILE BUSINESS STRATEGY;LIDERAZGO COOPERATIVO Y ORIENTACIÓN AL CLIENTE;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-10;;COML004PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;LOGÍSTICA COMERCIAL Y GESTIÓN DEL TRANSPORTE;COMUNICACIÓN DIGITAL ORIENTADA AL CLIENTE;INDICADORES DEL CUADRO DE MANDO LOGÍSTICO;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-4;;COMT071PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;ESTABLECIMIENTO DE OBJETIVOS PROFESIONALES Y PLAN DE ACCIÓN;TECNOLOGÍAS APLICADAS A LA VENTA Y ATENCIÓN AL CLIENTE;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-5;;COMT097PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;TÉCNICAS DE BÚSQUEDA DE EMPLEO;TÉCNICAS DE PROCESO DE VENTA Y POSTVENTA;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-6;;COMT037PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;ÁREA JURÍDICA SEGURIDAD PRIVADA;FIDELIZACIÓN Y RETENCIÓN DE CLIENTES;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-7;;COMT058PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;PROGRAMACIÓN DE LA FORMACIÓN PARA EL EMPLEO;INTERACCIÓN CON CLIENTES. LA ESCUCHA ACTIVA;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-8;;COMM066PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;PMI ACP ;HERRAMIENTAS DE PROMOCIÓN COMERCIAL BÁSICAS;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-27;;COMT019PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;FACTORES DE RIESGO EN EL MANEJO MANUAL DE CARGAS;FUNDAMENTOS DE COMERCIO EXTERIOR Y GESTIÓN ADUANERA PARA EL TRANSPORTE INTERNACIONAL;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-1;;COMT030PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;COMPRAVENTA;PLANIFICACIÓN DE LA SEGURIDAD INFORMÁTICA EN LA EMPRESA;MERCHANDISING Y VENTA EN LAS SECCIONES DE PRODUCTOS FRESCOS EN SUPERMERCADOS;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4014-5;;IFCD040PO;10-INFORMACION Y COMUNICACIONES;INFORMÁTICA Y COMUNICACIONES;DESARROLLO;ADJUNTO A LA DIRECCIÓN;PLATAFORMA DE DESARROLLO J2EE;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-25;;COMM080PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;ANÁLISIS DE CUENTAS ANUALES EN LA EMPRESA;TÉCNICAS DE PAQUETERÍA Y ENVOLTORIO DEL REGALO;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-44;;COMM025PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;EXCEL AVANZADO;FUNDAMENTOS DEL PLAN DE MARKETING EN INTERNET;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4013-45;;COMM031PO;07-COMERCIO (SALVO AUTOMOCIÓN);COMERCIO Y MARKETING;MARKETING Y RELACIONES PÚBLICAS;TÉCNICAS DE MARKETING ON LINE, BUSCADORES, SOCIAL MEDIA Y MÓVIL;MARKETING ON LINE: DISEÑO Y PROMOCIÓN DE SITIOS WEB;0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
4014-1;;IFCT132PO;10-INFORMACION Y COMUNICACIONES;INFORMÁTICA Y COMUNICACIONES;SISTEMAS Y TELEMÁTICA;GESTIÓN Y ATENCIÓN DEL  SERVICIO POSTVENTA;DIGITALIZACIÓN INDUSTRIAL (CEMENTO 4.0);0;0;NO;Presencial;Ocupados;B49207400;ESLA CENTROS DE FORMACION SL;CALLE Chozas de la Sierra, 1   ;28002;913766772;administracion@eslaformacion.com;MADRID
